VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,trip_duration_min
2,2019-01-20 08:13:18,2019-01-20 08:13:18,2,0.01,5,N,264,264,2,95.0,0.0,0.0,0.0,0.0,0.0,95.0,,0.0
1,2019-01-20 12:15:26,2019-01-20 12:15:26,2,55.7,1,N,141,64,1,269.9,0.0,0.5,0.0,0.0,0.3,270.7,,0.0
1,2019-01-20 13:42:01,2019-01-20 13:42:01,1,9.7,1,N,82,82,2,31.0,0.0,0.5,0.0,0.0,0.3,31.8,,0.0
1,2019-01-20 15:15:30,2019-01-18 15:57:16,1,1.9,1,N,186,162,1,15.5,0.0,0.5,3.25,0.0,0.3,19.55,,-2838.233333333333
1,2019-01-20 17:36:46,2019-01-20 17:36:46,3,4.0,1,N,263,236,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8,,0.0
2,2019-01-20 17:31:40,2019-01-20 17:31:40,1,0.01,3,N,264,264,2,20.0,0.0,0.0,0.0,0.0,0.3,20.3,,0.0
1,2019-01-20 18:11:44,2019-01-20 18:11:44,3,1.4,1,N,79,79,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8,,0.0
2,2019-01-20 22:58:22,2019-01-20 22:58:22,1,0.02,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,,0.0
1,2019-01-21 01:19:39,2019-01-21 01:19:39,0,0.9,1,N,238,238,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0,0.0
2,2019-01-21 02:38:59,2019-01-21 02:38:59,5,0.01,1,N,264,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
2,2019-01-21 06:08:22,2019-01-21 06:08:22,1,0.03,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-21 12:19:10,2019-01-21 12:19:10,1,0.7,1,N,262,262,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0.0,0.0
2,2019-01-21 15:23:59,2019-01-21 15:23:59,1,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-21 15:33:59,2019-01-21 15:33:59,2,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-21 16:08:37,2019-01-21 16:08:37,2,2.3,1,N,224,224,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95,0.0,0.0
2,2019-01-21 16:19:40,2019-01-21 16:19:40,3,0.01,1,N,264,132,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-21 16:33:02,2019-01-21 16:33:02,1,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
2,2019-01-21 18:42:05,2019-01-21 18:42:05,1,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-21 19:38:54,2019-01-21 19:38:54,1,0.01,1,N,97,65,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-21 21:38:08,2019-01-21 21:38:08,1,3.6,1,N,74,74,1,14.0,0.5,0.5,1.0,0.0,0.3,16.3,0.0,0.0
2,2019-01-21 21:03:07,2019-01-21 21:03:07,1,0.08,5,N,264,164,1,65.5,0.0,0.0,16.38,0.0,0.0,81.88,0.0,0.0
2,2019-01-22 02:25:20,2019-01-22 02:25:20,1,16.59,2,N,132,233,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
2,2019-01-21 00:03:24,2019-01-21 00:03:24,1,8.05,1,N,138,162,2,25.0,0.5,0.5,0.0,5.76,0.3,32.06,0.0,0.0
2,2019-01-22 00:17:58,2019-01-22 00:17:58,1,18.03,2,N,132,246,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,0.0,0.0
2,2019-01-22 06:27:28,2019-01-22 06:27:28,3,0.27,1,N,229,68,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,0.0,0.0
2,2019-01-22 07:27:33,2019-01-22 07:27:33,3,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-22 07:03:54,2019-01-22 07:03:54,2,4.6,1,N,148,148,1,23.5,0.0,0.5,0.0,0.0,0.3,24.3,0.0,0.0
1,2019-01-22 08:13:13,2019-01-22 08:13:13,1,17.8,2,N,132,211,1,66.54,0.0,0.5,0.0,0.0,0.3,67.34,0.0,0.0
1,2019-01-22 08:20:48,2019-01-22 08:20:48,1,18.5,2,N,132,262,1,69.46,0.0,0.5,0.0,0.0,0.3,70.26,0.0,0.0
2,2019-01-22 11:32:58,2019-01-22 11:32:58,1,0.82,5,N,264,238,2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2,2019-01-22 13:43:52,2019-01-22 13:43:52,1,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
2,2019-01-22 16:03:21,2019-01-22 16:03:21,1,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
1,2019-01-22 16:19:29,2019-01-22 16:19:29,1,20.8,2,N,132,231,1,67.95,0.0,0.5,0.0,0.0,0.3,68.75,0.0,0.0
2,2019-01-22 18:21:46,2019-01-22 18:21:46,1,20.2,2,N,100,132,1,52.0,4.5,0.5,5.0,5.76,0.3,68.06,0.0,0.0
1,2019-01-22 18:23:49,2019-01-22 18:23:49,1,10.9,1,N,161,161,1,33.5,1.0,0.5,8.2,5.76,0.3,49.26,0.0,0.0
1,2019-01-22 18:05:53,2019-01-22 18:05:53,2,0.6,1,N,264,264,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8,0.0,0.0
1,2019-01-22 20:37:38,2019-01-22 20:37:38,1,2.8,1,N,143,143,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,0.0,0.0
2,2019-01-22 20:37:46,2019-01-22 20:37:46,1,0.04,1,N,264,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
1,2019-01-23 07:01:05,2019-01-23 07:01:05,1,0.8,1,N,262,262,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0.0,0.0
2,2019-01-23 07:07:00,2019-01-23 07:07:00,1,0.01,1,N,264,233,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-23 08:47:32,2019-01-23 08:47:32,6,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-23 09:44:44,2019-01-23 09:44:44,1,0.5,1,N,107,137,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0.0,0.0
1,2019-01-23 12:58:45,2019-01-23 12:58:45,1,4.4,1,N,264,264,1,20.0,0.0,0.5,4.15,0.0,0.3,24.95,0.0,0.0
2,2019-01-23 00:00:00,2019-01-23 00:00:00,1,1.91,1,N,100,158,2,18.5,0.0,0.5,0.0,0.0,0.3,19.3,0.0,0.0
1,2019-01-23 16:28:30,2019-01-23 16:28:30,1,1.8,1,N,264,264,2,13.5,1.0,0.5,0.0,0.0,0.3,15.3,0.0,0.0
2,2019-01-23 17:21:11,2019-01-23 17:21:11,1,0.01,1,N,264,264,2,2.5,1.0,0.5,0.0,0.0,0.3,4.3,0.0,0.0
1,2019-01-23 17:37:49,2019-01-23 17:37:49,1,1.4,1,N,236,236,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8,0.0,0.0
1,2019-01-23 19:34:34,2019-01-23 19:34:34,1,1.1,1,N,158,158,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15,0.0,0.0
2,2019-01-23 19:44:33,2019-01-23 19:44:33,2,0.14,2,N,264,231,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0,0.0,0.0
2,2019-01-23 20:06:31,2019-01-23 20:06:31,1,0.24,1,N,264,264,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,0.0,0.0
2,2019-01-23 21:56:03,2019-01-23 21:56:03,1,0.08,1,N,132,179,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
2,2019-01-23 00:00:00,2019-01-23 00:00:00,1,6.67,1,N,13,238,1,22.5,0.5,0.5,3.57,0.0,0.3,27.37,0.0,0.0
2,2019-01-23 00:02:46,2019-01-23 00:02:46,1,9.1,1,N,148,243,1,27.5,0.5,0.5,6.91,5.76,0.3,41.47,0.0,0.0
1,2019-01-24 05:39:45,2019-01-24 05:39:45,1,0.9,1,N,161,161,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0.0,0.0
1,2019-01-24 07:27:02,2019-01-24 07:27:02,0,0.6,1,N,151,151,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,0.0,0.0
1,2019-01-24 11:43:36,2019-01-24 11:43:36,3,0.8,1,N,161,161,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8,0.0,0.0
2,2019-01-24 12:52:27,2019-01-24 12:52:27,3,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
1,2019-01-24 13:47:56,2019-01-24 13:47:56,0,20.3,1,N,106,106,3,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-24 00:00:00,2019-01-24 00:00:00,1,0.52,1,N,141,237,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0.0,0.0
1,2019-01-24 15:59:53,2019-01-24 15:59:53,1,2.4,1,N,142,143,1,12.5,1.0,0.5,2.0,0.0,0.3,16.3,0.0,0.0
2,2019-01-24 16:11:12,2019-01-24 16:11:12,1,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
1,2019-01-24 22:47:40,2019-01-24 22:47:40,1,2.0,1,N,141,141,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,0.0,0.0
2,2019-01-24 22:06:08,2019-01-24 22:06:08,5,0.02,1,N,264,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
2,2019-01-24 22:44:39,2019-01-24 22:44:39,5,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
2,2019-01-25 00:27:01,2019-01-25 00:27:01,1,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
1,2019-01-25 09:57:09,2019-01-25 09:57:09,1,1.3,1,N,170,170,1,11.5,0.0,0.5,3.05,0.0,0.3,15.35,0.0,0.0
2,2019-01-25 11:46:51,2019-01-25 11:46:51,1,0.17,2,N,264,138,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,0.0,0.0
1,2019-01-25 13:29:19,2019-01-25 13:29:19,0,1.2,1,N,68,68,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3,0.0,0.0
2,2019-01-25 13:53:18,2019-01-25 13:53:18,1,0.13,1,N,264,162,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-25 14:24:17,2019-01-25 14:24:17,1,21.1,2,N,132,87,1,62.55,0.0,0.5,0.0,0.0,0.3,63.35,0.0,0.0
1,2019-01-25 15:06:58,2019-01-25 15:06:58,3,1.2,1,N,236,236,1,2.5,0.0,0.5,5.5,0.0,0.3,8.8,0.0,0.0
1,2019-01-25 15:17:12,2019-01-25 15:17:12,1,12.7,1,Y,132,25,3,57.15,0.0,0.5,0.0,0.0,0.3,57.95,0.0,0.0
1,2019-01-25 16:29:36,2019-01-25 16:29:36,1,20.6,2,N,132,141,1,74.86,0.0,0.5,0.0,0.0,0.3,75.66,0.0,0.0
1,2019-01-25 18:57:36,2019-01-25 18:57:36,1,1.4,1,N,237,237,1,6.5,1.0,0.5,2.05,0.0,0.3,10.35,0.0,0.0
2,2019-01-25 20:19:41,2019-01-25 20:19:41,2,0.01,1,N,264,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
1,2019-01-25 21:26:24,2019-01-25 21:26:24,1,9.9,1,N,142,62,1,56.1,0.0,0.5,0.0,0.0,0.3,56.9,0.0,0.0
2,2019-01-25 00:01:23,2019-01-25 00:01:23,1,8.62,1,N,230,189,2,36.0,0.5,0.5,0.0,0.0,0.3,37.3,0.0,0.0
1,2019-01-25 23:41:09,2019-01-25 23:41:09,0,1.4,1,N,186,186,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,0.0,0.0
1,2019-01-25 23:52:12,2019-01-25 23:52:12,6,1.5,1,N,68,68,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0.0,0.0
2,2019-01-26 02:02:59,2019-01-26 02:02:59,1,0.04,5,N,264,87,1,59.0,0.0,0.0,11.8,0.0,0.0,70.8,0.0,0.0
2,2019-01-26 05:43:49,2019-01-26 05:43:49,1,0.05,1,N,264,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
2,2019-01-26 09:29:00,2019-01-26 09:29:00,1,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
2,2019-01-26 09:18:13,2019-01-26 09:18:13,1,0.03,1,N,263,163,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-26 13:31:44,2019-01-26 13:31:44,1,2.0,1,N,234,234,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,0.0,0.0
1,2019-01-26 15:28:52,2019-01-26 15:28:52,2,2.6,1,N,140,140,1,13.0,0.0,0.5,1.0,0.0,0.3,14.8,0.0,0.0
1,2019-01-26 17:34:44,2019-01-26 17:34:44,4,0.7,1,N,24,24,1,5.0,0.0,0.5,1.4,0.0,0.3,7.2,0.0,0.0
1,2019-01-26 22:24:12,2019-01-26 22:24:12,1,1.2,1,N,79,79,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,0.0,0.0
2,2019-01-26 00:07:02,2019-01-26 00:07:02,1,4.08,1,N,162,37,1,20.0,0.5,0.5,4.26,0.0,0.3,25.56,0.0,0.0
2,2019-01-26 00:07:13,2019-01-26 00:07:13,1,1.41,1,N,152,237,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,0.0,0.0
1,2019-01-27 01:55:53,2019-01-27 01:55:53,1,0.8,1,N,264,264,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0.0,0.0
1,2019-01-27 02:11:01,2019-01-27 02:11:01,2,4.8,1,N,52,52,1,15.0,0.5,0.5,3.25,0.0,0.3,19.55,0.0,0.0
2,2019-01-27 06:10:21,2019-01-27 06:10:21,6,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-27 09:56:01,2019-01-27 09:56:01,1,0.08,5,N,264,170,1,67.5,0.0,0.0,13.5,0.0,0.0,81.0,0.0,0.0
1,2019-01-27 13:41:49,2019-01-27 13:41:49,1,0.6,1,N,90,90,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35,0.0,0.0
2,2019-01-27 00:00:00,2019-01-27 00:00:00,1,2.78,1,N,143,41,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,0.0,0.0
2,2019-01-27 16:07:42,2019-01-27 16:07:42,1,0.03,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-27 17:36:53,2019-01-27 17:36:53,1,1.4,1,N,79,79,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35,0.0,0.0
2,2019-01-27 00:00:00,2019-01-27 00:00:00,1,3.52,1,N,186,231,1,17.0,0.0,0.5,3.56,0.0,0.3,21.36,0.0,0.0
2,2019-01-27 19:54:28,2019-01-27 19:54:28,1,0.07,5,N,264,41,1,59.0,0.0,0.0,11.8,0.0,0.0,70.8,0.0,0.0
1,2019-01-27 20:09:06,2019-01-27 20:09:06,3,1.5,1,N,237,237,1,7.5,1.0,0.5,1.5,0.0,0.3,10.8,0.0,0.0
1,2019-01-27 21:06:22,2019-01-27 21:06:22,0,0.8,1,N,90,90,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
2,2019-01-27 21:05:32,2019-01-27 21:05:32,1,0.04,5,N,264,125,1,69.0,0.0,0.0,13.8,0.0,0.0,82.8,0.0,0.0
2,2019-01-28 05:28:24,2019-01-28 05:28:24,1,0.01,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
1,2019-01-28 07:12:39,2019-01-28 07:12:39,1,27.2,1,N,132,265,1,83.76,0.0,0.5,0.0,0.0,0.3,84.56,0.0,0.0
1,2019-01-28 07:28:19,2019-01-28 07:28:19,1,18.7,2,N,132,42,1,62.76,0.0,0.5,0.0,0.0,0.3,63.56,0.0,0.0
1,2019-01-28 08:25:06,2019-01-28 08:25:06,2,16.3,1,N,138,161,1,64.95,0.0,0.5,0.0,0.0,0.3,65.75,0.0,0.0
1,2019-01-28 08:11:46,2019-01-28 08:11:46,1,0.8,1,N,141,141,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5,0.0,0.0
1,2019-01-28 08:23:24,2019-01-28 08:23:24,1,20.0,2,N,132,166,1,69.46,0.0,0.5,0.0,0.0,0.3,70.26,0.0,0.0
1,2019-01-28 08:47:43,2019-01-28 08:47:43,1,1.6,1,N,234,234,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95,0.0,0.0
2,2019-01-28 12:51:39,2019-01-28 12:51:39,1,0.06,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-28 14:00:53,2019-01-28 14:00:53,1,17.68,2,N,132,48,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
1,2019-01-28 13:16:37,2019-01-28 13:16:37,2,24.9,4,N,138,265,1,109.97,0.0,0.5,0.0,0.0,0.3,110.77,0.0,0.0
2,2019-01-28 00:00:00,2019-01-28 00:00:00,1,0.59,1,N,236,236,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3,0.0,0.0
1,2019-01-28 18:21:18,2019-01-28 18:21:18,1,0.8,1,N,264,264,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3,0.0,0.0
2,2019-01-28 18:43:34,2019-01-28 18:43:34,1,0.09,5,N,264,186,1,8.0,0.0,0.0,1.6,0.0,0.0,9.6,0.0,0.0
2,2019-01-28 19:56:59,2019-01-28 19:56:59,1,0.01,1,N,264,236,2,2.5,1.0,0.5,0.0,0.0,0.3,4.3,0.0,0.0
1,2019-01-28 22:00:38,2019-01-28 22:00:38,1,1.9,1,N,142,142,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,0.0,0.0
2,2019-01-28 00:08:25,2019-01-28 00:08:25,1,4.4,1,N,181,74,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8,0.0,0.0
1,2019-01-28 23:39:25,2019-01-28 23:39:25,1,0.8,1,Y,161,161,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0,0.0
1,2019-01-29 06:06:50,2019-01-29 06:06:50,1,1.2,1,N,162,162,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,0.0,0.0
1,2019-01-29 07:17:44,2019-01-29 07:17:44,1,24.1,1,N,132,228,1,85.0,0.0,0.5,0.0,0.0,0.3,85.8,0.0,0.0
1,2019-01-29 11:45:53,2019-01-29 11:45:53,1,0.9,1,N,234,234,1,7.5,0.0,0.5,2.05,0.0,0.3,10.35,0.0,0.0
2,2019-01-29 12:46:57,2019-01-29 12:46:57,1,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-29 12:22:05,2019-01-29 12:22:05,1,0.09,2,N,61,61,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
2,2019-01-29 13:56:25,2019-01-29 13:56:25,1,0.16,1,N,264,264,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,0.0,0.0
1,2019-01-29 14:26:02,2019-01-29 14:26:02,1,18.0,2,N,132,163,1,62.56,0.0,0.5,0.0,0.0,0.3,63.36,0.0,0.0
1,2019-01-29 14:22:24,2019-01-29 14:22:24,1,17.8,2,N,132,75,1,69.46,0.0,0.5,0.0,0.0,0.3,70.26,0.0,0.0
1,2019-01-29 15:07:44,2019-01-29 15:07:44,1,19.3,2,N,231,132,1,64.76,0.0,0.5,0.0,0.0,0.3,65.56,0.0,0.0
1,2019-01-29 17:20:09,2019-01-29 17:20:09,1,1.1,1,N,236,236,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8,0.0,0.0
1,2019-01-29 18:52:59,2019-01-29 18:52:59,1,3.0,1,N,262,262,1,15.0,1.0,0.5,3.2,0.0,0.3,20.0,0.0,0.0
1,2019-01-29 19:52:48,2019-01-29 19:52:48,1,3.6,1,N,66,66,1,16.5,1.0,0.5,4.55,0.0,0.3,22.85,0.0,0.0
1,2019-01-29 20:14:58,2019-01-29 20:14:58,1,2.1,1,N,48,48,1,11.5,0.5,0.5,1.0,0.0,0.3,13.8,0.0,0.0
1,2019-01-29 21:01:20,2019-01-29 21:01:20,1,2.9,1,N,151,151,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
1,2019-01-29 23:07:45,2019-01-29 23:07:45,4,0.9,1,N,163,163,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,0.0,0.0
2,2019-01-30 01:29:18,2019-01-30 01:29:18,1,0.02,1,N,264,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
2,2019-01-30 06:36:53,2019-01-30 06:36:53,1,0.02,2,N,264,264,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0.0
2,2019-01-30 13:23:30,2019-01-30 13:23:30,2,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
2,2019-01-30 00:00:00,2019-01-30 00:00:00,1,16.63,2,N,230,132,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,0.0,0.0
1,2019-01-30 15:30:51,2019-01-30 15:30:51,1,1.3,1,N,264,264,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,0.0,0.0
1,2019-01-30 16:14:30,2019-01-30 16:14:30,1,12.9,1,N,261,138,1,59.55,0.0,0.5,0.0,0.0,0.3,60.35,0.0,0.0
2,2019-01-30 21:20:11,2019-01-30 21:20:11,1,0.01,1,N,264,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,0.0
1,2019-01-30 22:09:06,2019-01-30 22:09:06,1,1.8,1,N,233,233,1,11.5,0.5,0.5,1.0,0.0,0.3,13.8,0.0,0.0
2,2019-01-31 10:24:59,2019-01-31 10:24:59,2,0.01,1,N,264,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0,0.0
1,2019-01-31 14:27:49,2019-01-31 14:27:49,1,1.6,1,N,239,239,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0.0,0.0
1,2019-01-31 18:21:08,2019-01-31 18:21:08,1,0.8,1,N,170,170,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8,0.0,0.0
2,2019-01-31 19:36:42,2019-01-31 19:36:42,1,0.01,1,N,264,264,2,2.5,1.0,0.5,0.0,0.0,0.3,4.3,0.0,0.0
2,2019-01-31 00:22:03,2019-01-31 00:22:03,1,8.4,1,N,230,56,2,35.5,0.5,0.5,0.0,0.0,0.3,36.8,0.0,0.0
2,2019-01-31 00:11:29,2019-01-31 00:11:29,2,5.56,1,N,107,17,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,0.0,0.0
